Entry	Reviewed	Entry Name	Protein names	Length	InterPro
O14795	reviewed	UN13B_HUMAN	Protein unc-13 homolog B (Munc13-2) (munc13)	1591	IPR046349;IPR000008;IPR035892;IPR010439;IPR014770;IPR014772;IPR002219;IPR027080;IPR037302;
O14802	reviewed	RPC1_HUMAN	DNA-directed RNA polymerase III subunit RPC1 (RNA polymerase III subunit C1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (DNA-directed RNA polymerase III subunit A) (RNA polymerase III 155 kDa subunit) (RPC155) (RNA polymerase III subunit C160)	1390	IPR000722;IPR006592;IPR007080;IPR007066;IPR042102;IPR007083;IPR007081;IPR044893;IPR035698;IPR035697;IPR038120;IPR015700;
O14827	reviewed	RGRF2_HUMAN	Ras-specific guanine nucleotide-releasing factor 2 (Ras-GRF2) (Ras guanine nucleotide exchange factor 2)	1237	IPR035899;IPR000219;IPR011993;IPR001849;IPR008937;IPR000651;IPR019804;IPR023578;IPR001895;IPR036964;
O14917	reviewed	PCD17_HUMAN	Protocadherin-17 (Protocadherin-68)	1159	IPR002126;IPR015919;IPR020894;IPR013164;IPR050174;
O14924	reviewed	RGS12_HUMAN	Regulator of G-protein signaling 12 (RGS12)	1447	IPR003109;IPR001478;IPR036034;IPR011993;IPR006020;IPR003116;IPR016137;IPR046995;IPR037880;IPR036305;IPR024066;IPR044926;IPR029071;
O14936	reviewed	CSKP_HUMAN	Peripheral plasma membrane protein CASK (hCASK) (EC 2.7.11.1) (Calcium/calmodulin-dependent serine protein kinase) (Protein lin-2 homolog)	926	IPR035473;IPR008145;IPR008144;IPR020590;IPR011009;IPR014775;IPR004172;IPR036892;IPR050716;IPR027417;IPR001478;IPR036034;IPR000719;IPR036028;IPR001452;
O14939	reviewed	PLD2_HUMAN	Phospholipase D2 (PLD 2) (hPLD2) (EC 3.1.4.4) (Choline phosphatase 2) (PLD1C) (Phosphatidylcholine-hydrolyzing phospholipase D2)	933	IPR011993;IPR001849;IPR025202;IPR001736;IPR016555;IPR015679;IPR001683;IPR036871;
O14974	reviewed	MYPT1_HUMAN	Protein phosphatase 1 regulatory subunit 12A (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1) (Protein phosphatase myosin-binding subunit)	1030	IPR002110;IPR036770;IPR017401;IPR051226;IPR031775;
O14976	reviewed	GAK_HUMAN	Cyclin-G-associated kinase (EC 2.7.11.1) (DnaJ homolog subfamily C member 26)	1311	IPR035892;IPR001623;IPR036869;IPR011009;IPR029021;IPR000719;IPR008271;IPR014020;IPR029023;
O14980	reviewed	XPO1_HUMAN	Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog)	1071	IPR011989;IPR016024;IPR041123;IPR041235;IPR013598;IPR001494;IPR045065;IPR014877;IPR040485;
O14981	reviewed	BTAF1_HUMAN	TATA-binding protein-associated factor 172 (EC 3.6.4.-) (ATP-dependent helicase BTAF1) (B-TFIID transcription factor-associated 170 kDa subunit) (TAF(II)170) (TBP-associated factor 172) (TAF-172)	1849	IPR011989;IPR016024;IPR014001;IPR001650;IPR044972;IPR044078;IPR022707;IPR027417;IPR038718;IPR049730;IPR000330;
O14983	reviewed	AT2A1_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 (SERCA1) (SR Ca(2+)-ATPase 1) (EC 7.2.2.10) (Calcium pump 1) (Calcium-transporting ATPase sarcoplasmic reticulum type, fast twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)	1001	IPR006068;IPR004014;IPR023299;IPR018303;IPR023298;IPR008250;IPR059000;IPR036412;IPR023214;IPR005782;IPR001757;IPR044492;
O15013	reviewed	ARHGA_HUMAN	Rho guanine nucleotide exchange factor 10	1369	IPR039919;IPR035899;IPR000219;IPR015943;IPR036322;
O15014	reviewed	ZN609_HUMAN	Zinc finger protein 609	1411	IPR040010;IPR013087;
O15015	reviewed	ZN646_HUMAN	Zinc finger protein 646	1832	IPR036236;IPR013087;
O15018	reviewed	PDZD2_HUMAN	PDZ domain-containing protein 2 (Activated in prostate cancer protein) (PDZ domain-containing protein 3) [Cleaved into: Processed PDZ domain-containing protein 2]	2839	IPR001478;IPR036034;
O15020	reviewed	SPTN2_HUMAN	Spectrin beta chain, non-erythrocytic 2 (Beta-III spectrin) (Spinocerebellar ataxia 5 protein)	2390	IPR001589;IPR001715;IPR036872;IPR011993;IPR041681;IPR001605;IPR001849;IPR018159;IPR016343;IPR002017;
O15021	reviewed	MAST4_HUMAN	Microtubule-associated serine/threonine-protein kinase 4 (EC 2.7.11.1)	2623	IPR000961;IPR011009;IPR037711;IPR015022;IPR023142;IPR001478;IPR041489;IPR036034;IPR000719;IPR008271;IPR050236;
O15027	reviewed	SC16A_HUMAN	Protein transport protein Sec16A (SEC16 homolog A) (p250)	2357	IPR024340;IPR024298;
O15031	reviewed	PLXB2_HUMAN	Plexin-B2 (MM1)	1838	IPR013783;IPR014756;IPR002909;IPR031148;IPR013548;IPR046800;IPR002165;IPR016201;IPR057533;IPR008936;IPR001627;IPR036352;IPR041019;IPR015943;
O15033	reviewed	AREL1_HUMAN	Apoptosis-resistant E3 ubiquitin protein ligase 1 (EC 2.3.2.26) (Apoptosis-resistant HECT-type E3 ubiquitin transferase 1)	823	IPR058906;IPR050409;IPR017868;IPR000569;IPR035983;IPR013783;IPR014756;IPR058738;
O15040	reviewed	TCPR2_HUMAN	Tectonin beta-propeller repeat-containing protein 2 (WD repeat-containing protein KIAA0329/KIAA0297)	1411	IPR056499;IPR006624;IPR009091;IPR015943;IPR036322;IPR001680;
O15042	reviewed	SR140_HUMAN	U2 snRNP-associated SURP motif-containing protein (140 kDa Ser/Arg-rich domain protein) (U2-associated protein SR140)	1029	IPR006569;IPR008942;IPR013170;IPR012677;IPR035979;IPR000504;IPR051485;IPR047488;IPR035009;IPR000061;IPR035967;
O15047	reviewed	SET1A_HUMAN	Histone-lysine N-methyltransferase SETD1A (EC 2.1.1.364) (Lysine N-methyltransferase 2F) (SET domain-containing protein 1A) (hSET1A) (Set1/Ash2 histone methyltransferase complex subunit SET1)	1707	IPR024657;IPR012677;IPR003616;IPR035979;IPR000504;IPR044570;IPR034467;IPR001214;IPR046341;IPR037841;
O15054	reviewed	KDM6B_HUMAN	Lysine-specific demethylase 6B (EC 1.14.11.68) (JmjC domain-containing protein 3) (Jumonji domain-containing protein 3) (Lysine demethylase 6B) ([histone H3]-trimethyl-L-lysine(27) demethylase 6B)	1643	IPR051630;IPR003347;IPR046941;IPR048562;IPR048560;
O15055	reviewed	PER2_HUMAN	Period circadian protein homolog 2 (hPER2) (Circadian clock protein PERIOD 2)	1255	IPR000014;IPR035965;IPR013655;IPR057310;IPR048814;IPR022728;IPR050760;
O15056	reviewed	SYNJ2_HUMAN	Synaptojanin-2 (EC 3.1.3.36) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase 2)	1496	IPR036691;IPR046985;IPR000300;IPR012677;IPR035979;IPR000504;IPR002013;IPR015047;IPR034973;
O15061	reviewed	SYNEM_HUMAN	Synemin (Desmuslin)	1565	IPR018039;IPR039008;IPR030634;
O15067	reviewed	PUR4_HUMAN	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT) (Formylglycinamide ribotide amidotransferase) (Phosphoribosylformylglycineamide amidotransferase)	1338	IPR029062;IPR040707;IPR055181;IPR010073;IPR041609;IPR010918;IPR036676;IPR036921;IPR036604;
O15068	reviewed	MCF2L_HUMAN	Guanine nucleotide exchange factor DBS (DBL's big sister) (MCF2-transforming sequence-like protein)	1137	IPR001251;IPR036865;IPR035899;IPR035534;IPR035532;IPR000219;IPR001331;IPR011993;IPR001849;IPR051336;IPR036028;IPR001452;IPR055251;IPR018159;IPR056466;IPR002017;
O15072	reviewed	ATS3_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 3 (ADAM-TS 3) (ADAM-TS3) (ADAMTS-3) (EC 3.4.24.-) (Procollagen II N-proteinase) (PC II-NP) (Procollagen II amino propeptide-processing enzyme)	1205	IPR013273;IPR050439;IPR041645;IPR045371;IPR010294;IPR024079;IPR001590;IPR002870;IPR010909;IPR000884;IPR036383;
O15078	reviewed	CE290_HUMAN	Centrosomal protein of 290 kDa (Cep290) (Bardet-Biedl syndrome 14 protein) (Cancer/testis antigen 87) (CT87) (Nephrocystin-6) (Tumor antigen se2-2)	2479	IPR032321;IPR026201;
O15083	reviewed	ERC2_HUMAN	ERC protein 2	957	IPR019323;
O15084	reviewed	ANR28_HUMAN	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A (PP6-ARS-A) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-A) (Ankyrin repeat domain-containing protein 28) (Phosphatase interactor targeting protein hnRNP K) (PITK)	1053	IPR002110;IPR036770;
O15085	reviewed	ARHGB_HUMAN	Rho guanine nucleotide exchange factor 11 (PDZ-RhoGEF)	1522	IPR035899;IPR000219;IPR001478;IPR036034;IPR037889;IPR011993;IPR041020;IPR001849;IPR037803;IPR016137;IPR015212;IPR036305;IPR044926;
O15118	reviewed	NPC1_HUMAN	NPC intracellular cholesterol transporter 1 (Niemann-Pick C1 protein)	1278	IPR053958;IPR004765;IPR053956;IPR032190;IPR000731;
O15146	reviewed	MUSK_HUMAN	Muscle, skeletal receptor tyrosine-protein kinase (EC 2.7.10.1) (Muscle-specific tyrosine-protein kinase receptor) (MuSK) (Muscle-specific kinase receptor)	869	IPR020067;IPR036790;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR011009;IPR000719;IPR017441;IPR050122;IPR001245;IPR008266;IPR020635;
O15164	reviewed	TIF1A_HUMAN	Transcription intermediary factor 1-alpha (TIF1-alpha) (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM24) (RING finger protein 82) (RING-type E3 ubiquitin transferase TIF1-alpha) (Tripartite motif-containing protein 24)	1050	IPR003649;IPR001487;IPR036427;IPR018359;IPR019786;IPR000315;IPR011011;IPR001965;IPR019787;IPR001841;IPR013083;IPR017907;
O15169	reviewed	AXIN1_HUMAN	Axin-1 (Axis inhibition protein 1) (hAxin)	862	IPR043581;IPR014936;IPR032101;IPR001158;IPR038207;IPR016137;IPR036305;IPR024066;IPR044926;IPR029071;
O15195	reviewed	VILL_HUMAN	Villin-like protein	856	IPR029006;IPR007123;IPR036180;IPR007122;IPR003128;IPR036886;
O15197	reviewed	EPHB6_HUMAN	Ephrin type-B receptor 6 (HEP) (Tyrosine-protein kinase-defective receptor EPH-6)	1021	IPR027936;IPR001090;IPR050449;IPR003961;IPR036116;IPR008979;IPR009030;IPR013783;IPR011009;IPR000719;IPR001660;IPR013761;IPR001245;IPR011641;IPR016257;IPR001426;
O15230	reviewed	LAMA5_HUMAN	Laminin subunit alpha-5 (Laminin-10 subunit alpha) (Laminin-11 subunit alpha) (Laminin-15 subunit alpha)	3695	IPR013320;IPR000742;IPR050440;IPR009254;IPR010307;IPR001791;IPR000034;IPR008211;IPR002049;IPR056863;IPR001368;
O15265	reviewed	ATX7_HUMAN	Ataxin-7 (Spinocerebellar ataxia type 7 protein)	892	IPR052237;IPR013243;
O15294	reviewed	OGT1_HUMAN	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	1046	IPR037919;IPR029489;IPR011990;IPR019734;
O15303	reviewed	GRM6_HUMAN	Metabotropic glutamate receptor 6 (mGluR6)	877	IPR001828;IPR000337;IPR011500;IPR038550;IPR000112;IPR017978;IPR017979;IPR000162;IPR050726;IPR028082;
O15327	reviewed	INP4B_HUMAN	Inositol polyphosphate 4-phosphatase type II (Type II inositol 3,4-bisphosphate 4-phosphatase) (EC 3.1.3.66)	924	IPR000008;IPR035892;IPR039034;
O15357	reviewed	SHIP2_HUMAN	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (EC 3.1.3.86) (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (Protein 51C) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2)	1258	IPR057509;IPR057510;IPR036691;IPR000300;IPR001660;IPR013761;IPR000980;IPR036860;
O15360	reviewed	FANCA_HUMAN	Fanconi anemia group A protein (Protein FACA)	1455	IPR003516;IPR055387;IPR055386;IPR055277;IPR031729;
O15381	reviewed	NVL_HUMAN	Nuclear valosin-containing protein-like (NVLp) (Nuclear VCP-like protein)	856	IPR003593;IPR050168;IPR041569;IPR003959;IPR003960;IPR038100;IPR031996;IPR027417;
O15394	reviewed	NCAM2_HUMAN	Neural cell adhesion molecule 2 (N-CAM-2) (NCAM-2)	837	IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR013106;IPR051170;IPR009138;
O15397	reviewed	IPO8_HUMAN	Importin-8 (Imp8) (Ran-binding protein 8) (RanBP8)	1037	IPR011989;IPR016024;IPR001494;IPR058669;IPR013713;
O15399	reviewed	NMDE4_HUMAN	Glutamate receptor ionotropic, NMDA 2D (GluN2D) (EB11) (Glutamate [NMDA] receptor subunit epsilon-4) (N-methyl D-aspartate receptor subtype 2D) (NMDAR2D) (NR2D)	1336	IPR001828;IPR019594;IPR001508;IPR015683;IPR001320;IPR028082;
O15417	reviewed	TNC18_HUMAN	Trinucleotide repeat-containing gene 18 protein (Long CAG trinucleotide repeat-containing gene 79 protein)	2968	IPR001025;IPR052429;IPR043151;IPR048924;IPR056841;
O15438	reviewed	MRP3_HUMAN	ATP-binding cassette sub-family C member 3 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Canalicular multispecific organic anion transporter 2) (Multi-specific organic anion transporter D) (MOAT-D) (Multidrug resistance-associated protein 3)	1527	IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR050173;IPR005292;IPR027417;IPR056227;
O15439	reviewed	MRP4_HUMAN	ATP-binding cassette sub-family C member 4 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B) (Multidrug resistance-associated protein 4)	1325	IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR050173;IPR030240;IPR047083;IPR027417;
O15440	reviewed	MRP5_HUMAN	ATP-binding cassette sub-family C member 5 (EC 7.6.2.-) (EC 7.6.2.2) (Multi-specific organic anion transporter C) (MOAT-C) (Multidrug resistance-associated protein 5) (SMRP) (pABC11)	1437	IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR050173;IPR027417;
O15455	reviewed	TLR3_HUMAN	Toll-like receptor 3 (CD antigen CD283)	904	IPR000483;IPR001611;IPR003591;IPR032675;IPR000157;IPR041015;IPR035897;
O15457	reviewed	MSH4_HUMAN	MutS protein homolog 4 (hMSH4)	936	IPR000432;IPR007861;IPR007696;IPR036187;IPR007860;IPR045076;IPR036678;IPR027417;
O15516	reviewed	CLOCK_HUMAN	Circadian locomoter output cycles protein kaput (hCLOCK) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 8) (bHLHe8)	846	IPR011598;IPR047230;IPR036638;IPR001067;IPR001610;IPR000014;IPR035965;IPR013767;
O15534	reviewed	PER1_HUMAN	Period circadian protein homolog 1 (hPER1) (Circadian clock protein PERIOD 1) (Circadian pacemaker protein Rigui)	1290	IPR000014;IPR035965;IPR013655;IPR057310;IPR048814;IPR022728;IPR050760;
O15550	reviewed	KDM6A_HUMAN	Lysine-specific demethylase 6A (EC 1.14.11.68) (Histone demethylase UTX) (Ubiquitously-transcribed TPR protein on the X chromosome) (Ubiquitously-transcribed X chromosome tetratricopeptide repeat protein) ([histone H3]-trimethyl-L-lysine(27) demethylase 6A)	1401	IPR051630;IPR003347;IPR046941;IPR048562;IPR048560;IPR011990;IPR019734;
O43147	reviewed	SGSM2_HUMAN	Small G protein signaling modulator 2 (RUN and TBC1 domain-containing protein 1)	1006	IPR000195;IPR035969;IPR004012;IPR037213;IPR047345;IPR037745;IPR021935;
O43149	reviewed	ZZEF1_HUMAN	Zinc finger ZZ-type and EF-hand domain-containing protein 1	2961	IPR004939;IPR011992;IPR002048;IPR008979;IPR000433;IPR043145;IPR040099;IPR047052;IPR041986;
O43150	reviewed	ASAP2_HUMAN	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 (Development and differentiation-enhancing factor 2) (Paxillin-associated protein with ARF GAP activity 3) (PAG3) (Pyk2 C-terminus-associated protein) (PAP)	1006	IPR027267;IPR002110;IPR036770;IPR037278;IPR001164;IPR038508;IPR043593;IPR035677;IPR004148;IPR011993;IPR037844;IPR001849;IPR036028;IPR001452;
O43151	reviewed	TET3_HUMAN	Methylcytosine dioxygenase TET3 (EC 1.14.11.80)	1795	IPR024779;IPR040175;IPR046942;IPR002857;
O43156	reviewed	TTI1_HUMAN	TELO2-interacting protein 1 homolog (Protein SMG10)	1089	IPR011989;IPR016024;IPR052587;IPR057567;IPR057566;IPR016441;IPR049362;
O43157	reviewed	PLXB1_HUMAN	Plexin-B1 (Semaphorin receptor SEP)	2135	IPR013783;IPR014756;IPR002909;IPR031148;IPR013548;IPR046800;IPR002165;IPR016201;IPR057533;IPR008936;IPR001627;IPR036352;IPR041019;IPR041362;IPR015943;
O43166	reviewed	SI1L1_HUMAN	Signal-induced proliferation-associated 1-like protein 1 (SIPA1-like protein 1) (High-risk human papilloma viruses E6 oncoproteins targeted protein 1) (E6-targeted protein 1)	1804	IPR001478;IPR036034;IPR035974;IPR000331;IPR050989;IPR021818;
O43182	reviewed	RHG06_HUMAN	Rho GTPase-activating protein 6 (Rho-type GTPase-activating protein 6) (Rho-type GTPase-activating protein RhoGAPX-1)	974	IPR041852;IPR008936;IPR037863;IPR000198;
O43184	reviewed	ADA12_HUMAN	Disintegrin and metalloproteinase domain-containing protein 12 (ADAM 12) (EC 3.4.24.-) (Meltrin-alpha)	909	IPR006586;IPR018358;IPR001762;IPR036436;IPR000742;IPR024079;IPR001590;IPR002870;IPR034027;
O43196	reviewed	MSH5_HUMAN	MutS protein homolog 5 (hMSH5)	834	IPR011184;IPR000432;IPR007861;IPR007696;IPR036187;IPR045076;IPR027417;
O43236	reviewed	SEPT4_HUMAN	Septin-4 (Bradeion beta) (Brain protein H5) (CE5B3 beta) (Cell division control-related protein 2) (hCDCREL-2) (Peanut-like protein 2)	996	IPR030379;IPR027417;IPR016491;
O43283	reviewed	M3K13_HUMAN	Mitogen-activated protein kinase kinase kinase 13 (EC 2.7.11.25) (Leucine zipper-bearing kinase) (Mixed lineage kinase) (MLK)	966	IPR011009;IPR017419;IPR027258;IPR000719;IPR001245;IPR008271;IPR051681;
O43295	reviewed	SRGP3_HUMAN	SLIT-ROBO Rho GTPase-activating protein 3 (srGAP3) (Mental disorder-associated GAP) (Rho GTPase-activating protein 14) (WAVE-associated Rac GTPase-activating protein) (WRP)	1099	IPR027267;IPR031160;IPR001060;IPR008936;IPR000198;IPR036028;IPR001452;IPR051627;IPR035648;IPR049581;
O43299	reviewed	AP5Z1_HUMAN	AP-5 complex subunit zeta-1 (Adaptor-related protein complex 5 zeta subunit) (Zeta5)	807	IPR028222;IPR055450;IPR011989;IPR056856;IPR056857;
O43303	reviewed	CP110_HUMAN	Centriolar coiled-coil protein of 110 kDa (Centrosomal protein of 110 kDa) (CP110) (Cep110)	1012	IPR033207;
O43306	reviewed	ADCY6_HUMAN	Adenylate cyclase type 6 (EC 4.6.1.1) (ATP pyrophosphate-lyase 6) (Adenylate cyclase type VI) (Adenylyl cyclase 6) (Ca(2+)-inhibitable adenylyl cyclase)	1168	IPR001054;IPR018297;IPR032628;IPR030672;IPR009398;IPR029787;
O43313	reviewed	ATMIN_HUMAN	ATM interactor (ATM/ATR-substrate CHK2-interacting zinc finger protein) (ASCIZ) (Zinc finger protein 822)	823	IPR055303;IPR056545;IPR056380;IPR013087;IPR056381;
O43314	reviewed	VIP2_HUMAN	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 2) (Histidine acid phosphatase domain-containing protein 1) (InsP6 and PP-IP5 kinase 2) (VIP1 homolog 2) (hsVIP2)	1243	IPR033379;IPR000560;IPR037446;IPR029033;IPR040557;
O43374	reviewed	RASL2_HUMAN	Ras GTPase-activating protein 4 (Calcium-promoted Ras inactivator) (Ras p21 protein activator 4) (RasGAP-activating-like protein 2)	803	IPR000008;IPR035892;IPR011993;IPR001849;IPR039360;IPR037777;IPR023152;IPR001936;IPR008936;IPR001562;
O43379	reviewed	WDR62_HUMAN	WD repeat-containing protein 62	1518	IPR011047;IPR015943;IPR056161;IPR056162;IPR036322;IPR001680;IPR052779;IPR056364;
O43424	reviewed	GRID2_HUMAN	Glutamate receptor ionotropic, delta-2 (GluD2) (GluR delta-2 subunit)	1007	IPR001828;IPR019594;IPR001508;IPR015683;IPR001320;IPR028082;
O43426	reviewed	SYNJ1_HUMAN	Synaptojanin-1 (EC 3.1.3.36) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase 1)	1573	IPR036691;IPR046985;IPR000300;IPR012677;IPR035979;IPR000504;IPR002013;IPR015047;IPR034971;
O43432	reviewed	IF4G3_HUMAN	Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)	1585	IPR016024;IPR003891;IPR003890;IPR003307;
O43451	reviewed	MGA_HUMAN	Maltase-glucoamylase (Alpha-1,4-glucosidase) (EC 3.2.1.20)	2753	IPR011013;IPR017853;IPR030458;IPR048395;IPR030459;IPR025887;IPR000322;IPR013780;IPR017957;IPR000519;IPR044913;
O43490	reviewed	PROM1_HUMAN	Prominin-1 (Antigen AC133) (Prominin-like protein 1) (CD antigen CD133)	865	IPR008795;
O43491	reviewed	E41L2_HUMAN	Band 4.1-like protein 2 (Erythrocyte membrane protein band 4.1-like 2) (Generally expressed protein 4.1) (4.1G)	1005	IPR008379;IPR019749;IPR000798;IPR014847;IPR014352;IPR035963;IPR019748;IPR019747;IPR000299;IPR018979;IPR018980;IPR011993;IPR007477;IPR029071;
O43497	reviewed	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)	2377	IPR005821;IPR050599;IPR005445;IPR002077;IPR027359;
O43520	reviewed	AT8B1_HUMAN	Phospholipid-transporting ATPase IC (EC 7.6.2.1) (ATPase class I type 8B member 1) (Familial intrahepatic cholestasis type 1) (P4-ATPase flippase complex alpha subunit ATP8B1)	1251	IPR023299;IPR018303;IPR023298;IPR008250;IPR059000;IPR036412;IPR023214;IPR006539;IPR032631;IPR001757;IPR032630;IPR044492;
O43525	reviewed	KCNQ3_HUMAN	Potassium voltage-gated channel subfamily KQT member 3 (KQT-like 3) (Potassium channel subunit alpha KvLQT3) (Voltage-gated potassium channel subunit Kv7.3)	872	IPR020969;IPR005821;IPR003937;IPR003948;IPR013821;
O43526	reviewed	KCNQ2_HUMAN	Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Neuroblastoma-specific potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2)	872	IPR020969;IPR005821;IPR003937;IPR003947;IPR013821;
O43592	reviewed	XPOT_HUMAN	Exportin-T (Exportin(tRNA)) (tRNA exportin)	962	IPR011989;IPR016024;IPR013598;IPR045546;IPR001494;IPR040017;
O43593	reviewed	HAIR_HUMAN	Lysine-specific demethylase hairless (EC 1.14.11.65) ([histone H3]-dimethyl-L-lysine(9) demethylase hairless)	1189	IPR003347;IPR045109;
O43683	reviewed	BUB1_HUMAN	Mitotic checkpoint serine/threonine-protein kinase BUB1 (hBUB1) (EC 2.7.11.1) (BUB1A)	1085	IPR015661;IPR011009;IPR013212;IPR000719;IPR017441;IPR008271;
O43707	reviewed	ACTN4_HUMAN	Alpha-actinin-4 (Non-muscle alpha-actinin 4)	911	IPR001589;IPR001715;IPR036872;IPR011992;IPR014837;IPR018247;IPR002048;IPR018159;IPR002017;
O43747	reviewed	AP1G1_HUMAN	AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma-adaptin) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1)	822	IPR050840;IPR017107;IPR011989;IPR016024;IPR002553;IPR008152;IPR013041;IPR008153;
